filename,fold,target,category,esc10,src_file,take,gender,age
a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430016745385-1.7-m-04-hu.wav,1,0,hungry,False,1430016745385,A,m,4
02ead89b-aa02-453e-8b83-6ebde9fe7551-1430233132879-1.7-m-26-hu.wav,1,0,hungry,False,1430233132879,A,m,26
719bb382-a592-46b7-82d2-8b4a625263b7-1430376562788-1.7-m-48-hu.wav,1,0,hungry,False,1430376562788,A,m,48
81724071-bc5e-4e38-8f35-85a691af5721-1430737552979-1.7-m-04-hu.wav,1,0,hungry,False,1430737552979,A,m,4
602b06a7-31f0-4370-b35a-9cc81d205958-1430739609286-1.7-f-72-hu.wav,1,0,hungry,False,1430739609286,A,f,72
035c6b30-a145-42b9-8d0f-445cd9003d2c-1435948197257-1.7-m-04-hu.wav,1,0,hungry,False,1435948197257,A,m,4
63CA92F7-973A-4DCA-A410-7B19811A2478-1430041902-1.0-f-26-hu.wav,1,0,hungry,False,1430041902,A,f,26
2e25d0a5-0b2b-44ef-8491-e445b16ea75c-1430056332640-1.7-f-26-hu.wav,1,0,hungry,False,1430056332640,A,f,26
46002244-7304-45DC-BF69-B6EC2BB25009-1436902364-1.1-f-48-hu.wav,1,0,hungry,False,1436902364,A,f,48
f896b69d-6241-4b51-9c45-0d628bc827c1-1430090255303-1.7-m-04-hu.wav,1,0,hungry,False,1430090255303,A,m,4
08E9485B-2772-444B-A636-77E14DD14A8C-1431493453-1.0-m-04-hu.wav,1,0,hungry,False,1431493453,A,m,4
3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430123758633-1.7-m-26-hu.wav,1,0,hungry,False,1430123758633,A,m,26
9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047362195-1.7-f-26-hu.wav,1,0,hungry,False,1430047362195,A,f,26
ed31b187-34af-4ff1-979c-3b8a5905fb7b-1430044897699-1.7-f-48-hu.wav,1,0,hungry,False,1430044897699,A,f,48
F24DE44B-762C-4149-AC92-96A5E57ED118-1430816918-1.0-m-04-hu.wav,1,0,hungry,False,1430816918,A,m,4
2F1C0515-EC8E-44C1-ABEA-E04EB475543A-1432143888-1.1-m-22-hu.wav,1,0,hungry,False,1432143888,A,m,22
52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041657947-1.7-m-26-hu.wav,1,0,hungry,False,1430041657947,A,m,26
3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122005544-1.7-m-26-hu.wav,1,0,hungry,False,1430122005544,A,m,26
3DF341FA-E90B-4335-A51A-A9B0769150CE-1436859328-1.1-m-04-hu.wav,1,0,hungry,False,1436859328,A,m,4
FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104360-1.0-m-04-hu.wav,1,0,hungry,False,1431104360,A,m,4
8c66887c-8251-49fa-903b-c02d56405f58-1436856137837-1.7-m-26-hu.wav,1,0,hungry,False,1436856137837,A,m,26
35D58153-7AB7-443D-BED0-2D7ABF73743F-1431855847-1.1-m-04-hu.wav,1,0,hungry,False,1431855847,A,m,4
7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232180-1.0-f-26-hu.wav,1,0,hungry,False,1430232180,A,f,26
F4A0C710-AC2D-42E0-8EA9-3E4CAC31EE20-1430318390-1.0-m-04-hu.wav,1,0,hungry,False,1430318390,A,m,4
549a46d8-9c84-430e-ade8-97eae2bef787-1430130714659-1.7-m-48-hu.wav,1,0,hungry,False,1430130714659,A,m,48
2a0e6a88-b049-4f46-a3d6-d73ffae470d5-1430770161530-1.7-m-04-hu.wav,1,0,hungry,False,1430770161530,A,m,4
9fe37482-6a64-401d-b8b9-3e47d6ed9ac0-1430047373513-1.7-f-26-hu.wav,1,0,hungry,False,1430047373513,A,f,26
3d3e244d-20b1-4ec3-9732-92dcd14ff35a-1436961241219-1.7-m-72-hu.wav,1,0,hungry,False,1436961241219,A,m,72
653bf718-94bd-40d0-af7c-8fe44e07640c-1430759231913-1.7-m-04-hu.wav,1,0,hungry,False,1430759231913,A,m,4
c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1429978271017-1.7-m-04-hu.wav,1,0,hungry,False,1429978271017,A,m,4
d79affbc-f7b4-4ef0-ae57-be5da4b827bf-1430761528998-1.7-m-72-hu.wav,1,0,hungry,False,1430761528998,A,m,72
8c920fd0-fa9f-4926-bcac-074767dcbfcd-1436850948195-1.7-m-04-hu.wav,1,0,hungry,False,1436850948195,A,m,4
3DF341FA-E90B-4335-A51A-A9B0769150CE-1436859277-1.1-m-04-hu.wav,1,0,hungry,False,1436859277,A,m,4
818A32F4-D5D8-426C-B88C-81A8154AC81A-1430093571-1.0-m-26-hu.wav,1,0,hungry,False,1430093571,A,m,26
8b1faa77-e3ac-48af-bf2a-58aadebefcba-1436798541805-1.7-m-04-hu.wav,1,0,hungry,False,1436798541805,A,m,4
86c2b87a-ae7c-46a3-b6fb-7ebe748812cf-1430036593222-1.7-f-26-hu.wav,1,0,hungry,False,1430036593222,A,f,26
2a0e6a88-b049-4f46-a3d6-d73ffae470d5-1430770144865-1.7-m-04-hu.wav,1,0,hungry,False,1430770144865,A,m,4
e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738652322-1.7-m-72-hu.wav,1,0,hungry,False,1430738652322,A,m,72
7B924575-21FC-462A-969E-BABB46D1CBF5-1430055220-1.0-f-72-hu.wav,1,0,hungry,False,1430055220,A,f,72
86c2b87a-ae7c-46a3-b6fb-7ebe748812cf-1430036562389-1.7-m-04-hu.wav,1,0,hungry,False,1430036562389,A,m,4
e1e640e2-78cb-4cb7-9ccc-93813bfc251c-1430738640598-1.7-m-72-hu.wav,1,0,hungry,False,1430738640598,A,m,72
D833237F-1F7C-4338-BEDE-84C0CF5F4145-1430083995-1.0-f-26-hu.wav,1,0,hungry,False,1430083995,A,f,26
36f1b3ec-3d2a-470e-af6f-0a8cc11b2723-1430237012976-1.7-m-04-hu.wav,1,0,hungry,False,1430237012976,A,m,4
22b43570-d440-475b-b2f1-e528c81081f7-1430663490095-1.7-m-04-hu.wav,1,0,hungry,False,1430663490095,A,m,4
1abb2260-a652-4ba7-bd98-7d463312730f-1430041727150-1.7-m-04-hu.wav,1,0,hungry,False,1430041727150,A,m,4
85FAB169-4DCC-406D-AC93-2F6A8D797DAB-1437632141-1.1-m-04-hu.wav,1,0,hungry,False,1437632141,A,m,4
1445575b-80ad-477b-8e48-36194cac728e-1430244987914-1.7-f-48-hu.wav,1,0,hungry,False,1430244987914,A,f,48
08E9485B-2772-444B-A636-77E14DD14A8C-1431493441-1.0-m-04-hu.wav,1,0,hungry,False,1431493441,A,m,4
4CD5903D-E2CE-401E-B898-D873C763F44B-1430727653-1.0-m-26-hu.wav,1,0,hungry,False,1430727653,A,m,26
0776b33b-c41a-4a2e-8b9c-f1c184be00c8-1437123838264-1.7-f-26-hu.wav,1,0,hungry,False,1437123838264,A,f,26
50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430007691-1.0-m-26-hu.wav,1,0,hungry,False,1430007691,A,m,26
24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534715095-1.7-m-04-hu.wav,1,0,hungry,False,1430534715095,A,m,4
539FDD32-6326-422E-A707-FCF063D3426C-1437073534-1.1-f-26-hu.wav,1,0,hungry,False,1437073534,A,f,26
b5044f9a-6f2e-44fc-8e04-9076a988acf2-1435544527174-1.7-m-04-hu.wav,1,0,hungry,False,1435544527174,A,m,4
fa8620d3-e7db-4101-aff0-28dbf0d96a5f-1434296505682-1.7-f-04-hu.wav,1,0,hungry,False,1434296505682,A,f,4
40a4c760-facf-4911-b0a6-22eccc3ab18d-1430466393384-1.7-f-26-hu.wav,1,0,hungry,False,1430466393384,A,f,26
aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436982098411-1.7-f-04-hu.wav,1,0,hungry,False,1436982098411,A,f,4
39180491-e076-4300-b5de-24e812dca6fe-1435708371348-1.7-f-04-hu.wav,1,0,hungry,False,1435708371348,A,f,4
5b49f19f-a3a7-411e-bb32-755da3cbd6f0-1430029991480-1.7-m-48-hu.wav,1,0,hungry,False,1430029991480,A,m,48
ae5a462b-5424-4b5b-82d5-07ccb61654ab-1431155960186-1.7-f-48-hu.wav,1,0,hungry,False,1431155960186,A,f,48
70d30513-0ec3-49e4-9976-e85785e85c2d-1431033405793-1.7-m-04-hu.wav,1,0,hungry,False,1431033405793,A,m,4
549a46d8-9c84-430e-ade8-97eae2bef787-1430130760929-1.7-m-48-hu.wav,1,0,hungry,False,1430130760929,A,m,48
3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430053464739-1.7-m-26-hu.wav,1,0,hungry,False,1430053464739,A,m,26
30c2cee4-b682-4dcb-86b9-7fa6f36f1b66-1430728411287-1.7-f-72-hu.wav,1,0,hungry,False,1430728411287,A,f,72
40a4c760-facf-4911-b0a6-22eccc3ab18d-1430466164038-1.7-f-26-hu.wav,1,0,hungry,False,1430466164038,A,f,26
459c3f85-5710-4efa-bcc9-8012aa1af55e-1430034895673-1.7-f-48-hu.wav,1,0,hungry,False,1430034895673,A,f,48
c6fd9d60-0fa7-44c0-b3ce-0192527d7b81-1430068155237-1.7-m-72-hu.wav,1,0,hungry,False,1430068155237,A,m,72
24f94b49-c8bc-4ed2-b43a-80b099f12936-1430534429690-1.7-m-04-hu.wav,1,0,hungry,False,1430534429690,A,m,4
89964233-cbdb-4f34-a819-5f4b5ce3f5f5-1430049868816-1.7-f-04-hu.wav,1,0,hungry,False,1430049868816,A,f,4
C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548277-1.0-f-26-hu.wav,1,0,hungry,False,1430548277,A,f,26
efd13da0-d40e-48bc-b14e-dee28af4d3c6-1430728179252-1.7-m-22-hu.wav,1,0,hungry,False,1430728179252,A,m,22
70d30513-0ec3-49e4-9976-e85785e85c2d-1431033372810-1.7-m-04-hu.wav,1,0,hungry,False,1431033372810,A,m,4
a40b9b8d-e4bc-457a-badf-f38bdbc0c358-1430017191818-1.7-m-26-hu.wav,1,0,hungry,False,1430017191818,A,m,26
DB95BF4A-E3E5-4429-A660-DBBCF486E6DF-1430664633-1.0-f-72-hu.wav,1,0,hungry,False,1430664633,A,f,72
9090c7a3-bebc-4485-aafc-64e4298da3ac-1430109146143-1.7-f-26-hu.wav,1,0,hungry,False,1430109146143,A,f,26
0F4B1065-4012-47C8-88B7-ACE11B1A536E-1430038775-1.0-m-04-hu.wav,1,0,hungry,False,1430038775,A,m,4
2439388A-9CF2-4D3B-9534-E6951FC9EAD4-1436877933-1.1-m-26-hu.wav,1,0,hungry,False,1436877933,A,m,26
8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895742-1.0-m-26-hu.wav,1,0,hungry,False,1429895742,A,m,26
cecd525b-18fd-49e3-b2b9-dfb08b93ad95-1430109958636-1.7-m-26-hu.wav,1,0,hungry,False,1430109958636,A,m,26
999bf14b-e417-4b44-b746-9253f81efe38-1431013054417-1.7-m-26-hu.wav,1,0,hungry,False,1431013054417,A,m,26
3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430053594259-1.7-m-26-hu.wav,1,0,hungry,False,1430053594259,A,m,26
B400D2D0-9FCE-472E-A152-1FF349B9B407-1436845915-1.1-m-04-hu.wav,1,0,hungry,False,1436845915,A,m,4
bfbc4d23-39b2-4b33-b686-2f048f062b60-1430077722675-1.7-f-72-hu.wav,1,0,hungry,False,1430077722675,A,f,72
5E01DC60-1DE3-4AF9-A661-7F649EAE457D-1430141106-1.0-m-26-hu.wav,1,0,hungry,False,1430141106,A,m,26
8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430727792958-1.7-f-72-hu.wav,1,0,hungry,False,1430727792958,A,f,72
7616E8F4-B1A7-45A6-9A0C-C9BB2DE64FC3-1436868751-1.1-m-72-hu.wav,1,0,hungry,False,1436868751,A,m,72
8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895780-1.0-m-26-hu.wav,1,0,hungry,False,1429895780,A,m,26
10A40438-09AA-4A21-83B4-8119F03F7A11-1430848101-1.0-f-26-hu.wav,1,0,hungry,False,1430848101,A,f,26
ed31b187-34af-4ff1-979c-3b8a5905fb7b-1430045366784-1.7-f-04-hu.wav,1,0,hungry,False,1430045366784,A,f,4
3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430146536552-1.7-m-26-hu.wav,1,0,hungry,False,1430146536552,A,m,26
aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1437166513710-1.7-f-04-hu.wav,1,0,hungry,False,1437166513710,A,f,4
AE02C934-F4E5-4C73-818D-56AA6887EC18-1430279441-1.0-m-26-hu.wav,1,0,hungry,False,1430279441,A,m,26
92d08bbe-553f-4844-85b1-15d572f06ea2-1436873183951-1.7-m-04-hu.wav,1,0,hungry,False,1436873183951,A,m,4
DCB33551-F9BA-4B4A-8DA1-A3107E1AD859-1430406495-1.0-m-04-hu.wav,1,0,hungry,False,1430406495,A,m,4
3941D08C-5A97-48A4-8830-091D878137F6-1430099826-1.0-m-72-hu.wav,1,0,hungry,False,1430099826,A,m,72
B0D9116D-8FA4-41AF-B626-BE508FD5CA04-1430832542-1.0-m-04-hu.wav,1,0,hungry,False,1430832542,A,m,4
8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430727806162-1.7-f-72-hu.wav,1,0,hungry,False,1430727806162,A,f,72
9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927741-1.0-f-04-hu.wav,1,0,hungry,False,1430927741,A,f,4
743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860011-1.1-f-26-hu.wav,1,0,hungry,False,1436860011,A,f,26
92d08bbe-553f-4844-85b1-15d572f06ea2-1436873211119-1.7-m-04-hu.wav,1,0,hungry,False,1436873211119,A,m,4
090C15A8-5406-4EA5-97A3-81F6527227C0-1430147525-1.0-m-72-hu.wav,1,0,hungry,False,1430147525,A,m,72
2EE636FB-BD76-4118-A0EF-82FAFC32301F-1436586600-1.1-f-04-hu.wav,1,0,hungry,False,1436586600,A,f,4
e4051e62-d21d-4bb8-a235-fd7e859ad787-1430740613780-1.7-f-72-hu.wav,1,0,hungry,False,1430740613780,A,f,72
F3BAEDDA-CDC0-4A65-90EE-5C372CEE4F3B-1437012076-1.1-f-26-hu.wav,1,0,hungry,False,1437012076,A,f,26
602b06a7-31f0-4370-b35a-9cc81d205958-1430739585531-1.7-m-04-hu.wav,1,0,hungry,False,1430739585531,A,m,4
7E4B9C14-F955-4BED-9B03-7F3096A6CBFF-1430232157-1.0-f-26-hu.wav,1,0,hungry,False,1430232157,A,f,26
8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735040980-1.7-f-72-hu.wav,1,0,hungry,False,1430735040980,A,f,72
0f257dac-7d6f-4575-9192-e3b4dcd3d4ef-1430185441581-1.7-f-26-hu.wav,1,0,hungry,False,1430185441581,A,f,26
3030d0e9-0c9b-4616-9b83-f10dc2dedbfd-1430053456045-1.7-m-26-hu.wav,1,0,hungry,False,1430053456045,A,m,26
415d69b4-6d84-4bf8-97b0-10f8f108dc1d-1430739498797-1.7-m-04-hu.wav,1,0,hungry,False,1430739498797,A,m,4
adcefe56-90b1-4120-83b1-93008cb6f7f0-1430731683554-1.7-m-04-hu.wav,1,0,hungry,False,1430731683554,A,m,4
218e6fd7-f9c5-4490-afd7-c4fba174e7d2-1430209252819-1.7-m-72-hu.wav,1,0,hungry,False,1430209252819,A,m,72
e0cc5beb-50e5-46ef-852e-c92106216e62-1430143334661-1.7-m-04-hu.wav,1,0,hungry,False,1430143334661,A,m,4
D54D9C2A-56ED-4338-9D1F-2ADB4E081DAD-1430036301-1.0-m-48-hu.wav,1,0,hungry,False,1430036301,A,m,48
aaa57dbd-7b88-454a-963e-6faa2f4ed4e7-1436982066128-1.7-f-04-hu.wav,1,0,hungry,False,1436982066128,A,f,4
C421C6FE-DFEE-4080-8AEA-848E7CE4756B-1430548250-1.0-f-48-hu.wav,1,0,hungry,False,1430548250,A,f,48
ca7d8d54-13cb-4060-8db4-90651b60c078-1434674769219-1.7-f-26-hu.wav,1,0,hungry,False,1434674769219,A,f,26
5f651112-d2a3-4911-b3a5-f37bfc092494-1430734658837-1.7-m-72-hu.wav,1,0,hungry,False,1430734658837,A,m,72
B327333E-2DE2-4833-A75A-4C576208BED3-1430087456-1.0-f-48-hu.wav,1,0,hungry,False,1430087456,A,f,48
be21ef2a-a415-4e8b-bfe6-731bf9956e2c-1431320909516-1.7-f-26-hu.wav,1,0,hungry,False,1431320909516,A,f,26
FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104337-1.0-m-04-hu.wav,1,0,hungry,False,1431104337,A,m,4
52dfc27a-fbc4-4d9f-bbcf-6406c919324a-1430041644396-1.7-m-26-hu.wav,1,0,hungry,False,1430041644396,A,m,26
3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430122479873-1.7-m-26-hu.wav,1,0,hungry,False,1430122479873,A,m,26
C249BCDD-0F65-4D6A-82BE-43C4006E3DDB-1436891742-1.1-m-72-hu.wav,1,0,hungry,False,1436891742,A,m,72
815af07e-4c31-4032-8bd1-dab6e60c879e-1433156423585-1.7-m-04-hu.wav,1,0,hungry,False,1433156423585,A,m,4
DB95BF4A-E3E5-4429-A660-DBBCF486E6DF-1430664611-1.0-f-72-hu.wav,1,0,hungry,False,1430664611,A,f,72
3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430124221551-1.7-m-26-hu.wav,1,0,hungry,False,1430124221551,A,m,26
eccb4617-8373-4c4f-b49e-bb2d72bce8d8-1430035348191-1.7-m-26-hu.wav,1,0,hungry,False,1430035348191,A,m,26
8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430735028906-1.7-f-72-hu.wav,1,0,hungry,False,1430735028906,A,f,72
743E7CCA-D32B-40B6-9541-9808122D3F6B-1436860161-1.1-f-26-hu.wav,1,0,hungry,False,1436860161,A,f,26
e37c323c-0edb-4942-be47-3cc0b2de00a1-1434392919844-1.7-f-26-hu.wav,1,0,hungry,False,1434392919844,A,f,26
02c3b725-26e4-4a2c-9336-04ddc58836d9-1430726196216-1.7-m-04-hu.wav,1,0,hungry,False,1430726196216,A,m,4
1f40790f-68f2-4e7e-845e-715bd97c82d0-1429979568422-1.7-m-04-hu.wav,1,0,hungry,False,1429979568422,A,m,4
771fa0cc-4535-471b-9cec-d26deff8d567-1429803644891-1.7-m-04-hu.wav,1,0,hungry,False,1429803644891,A,m,4
8f4dbf5a-b504-4452-b6ac-94e646a6a052-1430729451597-1.7-f-72-hu.wav,1,0,hungry,False,1430729451597,A,f,72
177dc72e-d0f8-47ef-a5a7-3b46878e11a0-1430736549614-1.7-f-26-hu.wav,1,0,hungry,False,1430736549614,A,f,26
50DC5FBC-AC95-44F2-B55F-E4E5FB03AC96-1430108024-1.0-m-26-hu.wav,1,0,hungry,False,1430108024,A,m,26
FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104396-1.0-m-04-hu.wav,1,0,hungry,False,1431104396,A,m,4
B327333E-2DE2-4833-A75A-4C576208BED3-1430087429-1.0-f-48-hu.wav,1,0,hungry,False,1430087429,A,f,48
9CFD61B9-BF13-406D-8B2F-F73CFAAF25CB-1430927693-1.0-f-04-hu.wav,1,0,hungry,False,1430927693,A,f,4
10A40438-09AA-4A21-83B4-8119F03F7A11-1430848034-1.0-f-26-hu.wav,1,0,hungry,False,1430848034,A,f,26
3c51dedc-6e4c-47dd-a179-86a25e95f1ef-1430651049104-1.7-m-72-hu.wav,1,0,hungry,False,1430651049104,A,m,72
8C13A1F9-62CC-46AA-9192-BECE5CDD5CB0-1430249362-1.0-f-72-hu.wav,1,0,hungry,False,1430249362,A,f,72
FF2CD2F6-404D-4626-8718-6E6C751F63B8-1431104346-1.0-m-04-hu.wav,1,0,hungry,False,1431104346,A,m,4
11417AC2-DCC9-48CD-8177-CA8665E51B2F-1436881489-1.1-m-48-hu.wav,1,0,hungry,False,1436881489,A,m,48
ad7fd28b-3e85-4e9b-9e18-af4bda64c60f-1430756389867-1.7-m-72-hu.wav,1,0,hungry,False,1430756389867,A,m,72
8FDA58A7-FDC6-4421-855F-738E6E853E43-1429895751-1.0-m-26-hu.wav,1,0,hungry,False,1429895751,A,m,26
9090c7a3-bebc-4485-aafc-64e4298da3ac-1430088396663-1.7-f-26-hu.wav,1,0,hungry,False,1430088396663,A,f,26
FF482278-24C9-4FB0-A7BE-FD92D1FE17B4-1430028319-1.0-m-26-hu.wav,1,0,hungry,False,1430028319,A,m,26
549a46d8-9c84-430e-ade8-97eae2bef787-1430130686288-1.7-m-48-hu.wav,1,0,hungry,False,1430130686288,A,m,48
999bf14b-e417-4b44-b746-9253f81efe38-1430844940177-1.7-m-04-hu.wav,1,0,hungry,False,1430844940177,A,m,4
F3BAEDDA-CDC0-4A65-90EE-5C372CEE4F3B-1437012059-1.1-m-26-hu.wav,1,0,hungry,False,1437012059,A,m,26
